,gtin,return_code,company_prefix,name,street,postcode,city,sum_sales,query_date,isocode
2473,4.0011E+12,0,4001104,Wilhelm Eberhardt  Back u. Schokoladenfabrik e. K,Schwimmbadstr. 3,64385,Reichelsheim,945,29/10/2021 12:26,DEU
2474,4.00111E+12,0,4001106,Gräflich Castell´sche Delikatessen GmbH,Griestal 18,87733,Markt Rettenbach,74708,29/10/2021 12:26,DEU
2475,4.00112E+12,0,4001120,Armbruster W. Teigwarenfabrik GmbH,Im Lossenfeld 17,77731,Willstätt-Sand,7502.74,29/10/2021 12:26,DEU
2476,4.00112E+12,0,4001123,Okle GmbH Großhandelszentrale,Hochwaldstr. 1-7,78224,Singen,2594.25,29/10/2021 12:26,DEU
2477,4.00112E+12,0,4001124,Karl Zeter Essig- + Senfspezialitäten e.K.,Von-Dalheim-Str. 7,67434,Neustadt,1038.11,29/10/2021 12:26,DEU
2478,4.00113E+12,0,4001127,Mayschoß-Altenahr eG,A.d.Ahrrotweinstr. 42,53508,Mayschoß (Ahr),286432.52,29/10/2021 12:26,DEU
2479,4.00114E+12,0,4001139,Heim Wildgerichte GmbH &amp; Co. KG,Daimlerstr. 28,74211,Leingarten,22.47,29/10/2021 12:26,DEU
2481,4.00115E+12,0,4001153,Vier Jahreszeiten Winzer eG,Limburgstr. 8,67098,Bad Dürkheim,8362.48,29/10/2021 12:26,DEU
2482,4.00116E+12,0,4001159,Weingut,Krahnenufer 19,54290,Trier,13637.66,29/10/2021 12:26,DEU
2483,4.00116E+12,0,4001163,Hans Henglein &amp; Sohn GmbH,Beerbachstr. 19,91183,Wassermungenau,22709568.18,29/10/2021 12:26,DEU
2484,4.00117E+12,0,4001165,Krugmann Markenspirituosen GmbH &amp; Co. KG,Krim 2,58540,Meinerzhagen,29.96,29/10/2021 12:26,DEU
2513,4.00118E+12,0,4001181,Conrad Schulte GmbH &amp; Co. KG Feingebäck,Bentelerstr. 9,33397,Rietberg,47.76,29/10/2021 12:27,DEU
2514,4.00118E+12,0,4001184,Rudolf Hirz,Eben 11-13,94051,Hauzenberg,1410.94,29/10/2021 12:27,DEU
2515,4.00119E+12,0,4001186,Bad Windsheimer Markengetränke GmbH,Külsheimer Str. 12-16,91438,Bad Windsheim,1005687.27,29/10/2021 12:27,DEU
2516,4.00119E+12,0,4001187,Pfungstädter Brauerei GmbH,Eberstädter Strasse 89 ,64319,Pfungstadt,47014.35,29/10/2021 12:27,DEU
2517,4.0012E+12,0,4001204,Erhard Kühn GmbH Wurst- und Fleischwaren,Roßlauer Weg 6,68309,Mannheim,15165.29,29/10/2021 12:27,DEU
2518,4.00121E+12,0,4001207,Swiss Gourmet Waßmer GmbH Thomas Waßmer,Denzstr. 4,79539,Lörrach,26730.62,29/10/2021 12:28,DEU
2519,4.00121E+12,0,4001212,Braunschweiger Mumme H. Nettelbeck KG,Leipziger Str. 184,38124,Braunschweig,1305.32,29/10/2021 12:28,DEU
2520,4.00121E+12,0,4001214,Bäckerei Büscher e. K. Inh. Mathias Büscher,Bippener Str. 4,49584,Schwagstorf,24576.91,29/10/2021 12:28,DEU
2521,4.00122E+12,0,4001217,Vivaris Getränke GmbH &amp; Co. KG,Neuer Grund 24,49740,Haselünne,159630.28,29/10/2021 12:28,DEU
2536,4.00122E+12,0,4001222,Heimtiernahrung,Ziegeleistr. 16,75050,Gemmingen,35946.16,29/10/2021 12:28,DEU
2537,4.00123E+12,0,4001228,Magnus Mineralbrunnen GmbH &amp; Co. KG,Langenharmer Weg 211,22844,Norderstedt,10107.41,29/10/2021 12:28,DEU
2538,4.00124E+12,0,4001242,Intersnack Deutschland SE,Erna-Scheffler-Str. 3,51103,Köln,40738473.72,29/10/2021 12:28,DEU
2539,4.00125E+12,0,4001246,Nürburg-Quelle Hermann Kreuter GmbH Mineral- und Heilbrunnen,Hillesheimerstr. 29,54552,Dreis/Vulkaneifel,221821.09,29/10/2021 12:28,DEU
2540,4.00125E+12,0,4001254,Berentzen-Gruppe AG,Ritterstr. 7,49740,Haselünne,214026.87,29/10/2021 12:28,DEU
2548,4.00126E+12,0,4001257,GmbH &amp; Co. KG,Am Bauhof 15,21218,Seevetal,1181256.99,29/10/2021 12:29,DEU
2549,4.00126E+12,0,4001258,Meßmer Tee-Gesellschaft mbH,Am Bauhof 15,21218,Seevetal,2179.37,29/10/2021 12:29,DEU
2550,4.00127E+12,0,4001273,Metallwarengroßhändler mbH,Von-Hünefeld-Str. 97,50829,Köln,182.69,29/10/2021 12:29,DEU
2551,4.00128E+12,0,4001275,Metallwarengroßhändler mbH,Von-Hünefeld-Str. 97,50829,Köln,406.21,29/10/2021 12:29,DEU
2552,4.00132E+12,0,4001324,Wein- u. Lebensmittelimport,Platter Str. 90,65232,Taunusstein,24295.36,29/10/2021 12:29,DEU
2553,4.00133E+12,0,4001325,aquaRömer GmbH &amp; Co. KG,Bartensteinstr. 9,74535,Mainhardt,8340.46,29/10/2021 12:29,DEU
2554,4.00134E+12,0,4001337,Willms Fleisch GmbH Bröltaler Wurst-u.Schinkenwaren,Felderhoferbruecke 15,53809,Ruppichteroth,55882.65,29/10/2021 12:29,DEU
2555,4.00135E+12,0,4001350,Buckl Geflügel GmbH &amp; Co. KG,Ulmenweg 6,91717,Wassertrüdingen,18377051.98,29/10/2021 12:29,DEU
2556,4.00135E+12,0,4001351,Drago Mocambo GmbH,Röntgenstr. 26,42477,Radevormwald,314.3,29/10/2021 12:29,DEU
2557,4.00135E+12,0,4001353,Meierbaer &amp; Albro Spezialbrot GmbH,Im Weizenfeld 5,59556,Lippstadt,645014.75,29/10/2021 12:29,DEU
2558,4.00135E+12,0,4001354,Rhenser Mineralbrunnen GmbH,Brunnenstr. 4-8,56321,Rhens,39445.58,29/10/2021 12:29,DEU
2559,4.00136E+12,0,4001355,Harzer Brunnen GmbH,Am Gräbicht 30,38644,Goslar,3543.96,29/10/2021 12:29,DEU
2560,4.00137E+12,0,4001366,Zimmermann-Graeff &amp; Mueller GmbH Weinkellerei,Barlstr. 35,56856,Zell/Mosel,41546.45,29/10/2021 12:29,DEU
2561,4.00138E+12,0,4001379,Pasta Romana GmbH,Michelinstr. 10,66424,Homburg,4652.18,29/10/2021 12:29,DEU
2563,4.00138E+12,0,4001384,Osterhusumer Meierei Witzwort eG,Süden 11,25889,Witzwort,68835.64,29/10/2021 12:29,DEU
2564,4.00139E+12,0,4001385,Delikatessen,Neustr. 30,79312,Emmendingen,28301.84,29/10/2021 12:29,DEU
2565,4.0014E+12,0,4001396,Hergt Vertriebs GmbH &amp; Co.KG,Augustenstr. 2b,19230,Hagenow,133.5,29/10/2021 12:29,DEU
2566,4.00142E+12,0,4001419,Refresco Deutschland GmbH,Speicker Str. 2 - 8,41061,Mönchengladbach,168250.5,29/10/2021 12:29,DEU
2567,4.00142E+12,0,4001424,Wilhelm Reuss GmbH &amp; Co. KG Lebensmittelwerk,Sonnenallee 227,12057,Berlin,101181.42,29/10/2021 12:29,DEU
2568,4.00143E+12,0,4001428,GmbH &amp; Co. Holding KG,Gerhard-Rummler-Str. 1,74343,Sachsenheim,117534.42,29/10/2021 12:29,DEU
2569,4.00143E+12,0,4001431,Pittjes Vertriebsges. mbH,Binnerheide 28,58239,Schwerte,550737.77,29/10/2021 12:29,DEU
2570,4.00143E+12,0,4001432,F.W. Langguth Erben GmbH &amp; Co. KG,Dr.-Ernst-Spiess-Allee 2,56841,Traben-Trarbach,2329.79,29/10/2021 12:29,DEU
2571,4.00144E+12,0,4001436,Park &amp; Bellheimer Brauereien GmbH &amp; Co. KG,Zweibrücker Str. 4,66953,Pirmasens,217810.05,29/10/2021 12:29,DEU
2579,4.00145E+12,0,4001450,Bisquiva GmbH &amp; Co. KG,Lister Strasse 15,30163,Hannover,49249.75,29/10/2021 12:30,DEU
2594,4.00146E+12,0,4001455,Helmut Ullrich GmbH,Neubrückenstr 15,33142,Büren,495.72,29/10/2021 12:30,DEU
2595,4.00146E+12,0,4001461,Food Service Badbergen GmbH &amp; Co. KG,Bahnhofstr. 134,49635,Badbergen,16004.54,29/10/2021 12:30,DEU
2597,4.00147E+12,0,4001473,Spengemann Vertriebs GmbH &amp; Co. KG,Stiftstr. 127 - 131,32278,Kirchlengern,8979.3,29/10/2021 12:30,DEU
2598,4.00148E+12,0,4001475,Südwestdeutsche Salzwerke AG,Salzgrund 67,74076,Heilbronn,629.52,29/10/2021 12:30,DEU
2599,4.00148E+12,0,4001478,Kosmetik und Körperpflege,Sulzbacher Str. 40-50,65824,Schwalbach am Taunus,728981.03,29/10/2021 12:30,DEU
2605,4.00148E+12,0,4001479,GmbH &amp; Co. KG,Brauerei-Diebels-Str. 1,47661,Issum,7761.09,29/10/2021 16:16,DEU
2611,4.00149E+12,0,4001486,Katlenburger Kellerei  GmbH &amp; Co. KG,Osteroder Str. 12,37191,Katlenburg-Lindau,42070922.61,29/10/2021 16:16,DEU
2612,4.00149E+12,0,4001490,Kelterei Heil OHG,An den Obstwiesen,35789,Laubuseschbach,22948.28,29/10/2021 16:16,DEU
2613,4.0015E+12,0,4001497,Eckes-Granini Deutschland GmbH,Ludwig-Eckes-Platz 1,55268,Nieder-Olm,6501361.94,29/10/2021 16:16,DEU
2614,4.0015E+12,0,4001499,ERDAL REX GmbH Werner &amp; Mertz Gruppe,Ingelheimstr. 1-3,55120,Mainz,1782197.7,29/10/2021 16:16,DEU
2615,4.00151E+12,0,4001513,Gerolsteiner Brunnen GmbH &amp; Co. KG,Vulkanring,54567,Gerolstein,1254809.48,29/10/2021 16:16,DEU
2632,4.00152E+12,0,4001518,Griesson - de Beukelaer GmbH &amp; Co. KG,August-Horch-Str. 23,56751,Polch,1155223.62,29/10/2021 16:17,DEU
2633,4.00153E+12,0,4001527,Confiserie Burg Lauenstein GmbH,Lauensteiner Str. 41,96337,Ludwigsstadt,21909.7,29/10/2021 16:17,DEU
2634,4.00153E+12,0,4001530,Poseritzer Eierhof Inh. Torsten Möller,Beihof 1 a,18574,Poseritz,1522048.54,29/10/2021 16:17,DEU
2635,4.00153E+12,0,4001534,Löffler Fruchtsäfte GmbH &amp; Co. KG,Wittelsbacher Allee 84,32427,Minden,14042093.44,29/10/2021 16:17,DEU
2636,4.00154E+12,0,4001542,Heusser GmbH,Daimlerstr. 15-19,50354,Hürth,1322737.56,29/10/2021 16:17,DEU
2637,4.00155E+12,0,4001551,Bonifatius GmbH,Carl-Friedrich-Benz-Str. 8,56759,Kaisersesch,761910.74,29/10/2021 16:17,DEU
2638,4.00155E+12,0,4001552,Fisch-Feinkost,Mühleneschweg 17,49090,Osnabrück-Hafen,746043.44,29/10/2021 16:17,DEU
2639,4.00156E+12,0,4001561,Markus Nik. Ludwig e. Kfm.,Hauptstr 11,54413,Gusenburg,2538.95,29/10/2021 16:17,DEU
2640,4.00157E+12,0,4001568,Krombacher Brauerei Bernhard Schadeberg GmbH &amp; Co. KG,Hagener Str. 261,57223,Kreuztal,852126.87,29/10/2021 16:17,DEU
2641,4.00157E+12,0,4001574,Karl Schöttker KG,Brunnenstr. 24,32839,Steinheim,641729.63,29/10/2021 16:17,DEU
2692,4.00162E+12,0,4001615,Dennerle GmbH,Industriestr. 4,66981,Münchweiler,209089.09,29/10/2021 16:19,DEU
2693,4.00163E+12,0,4001628,Niehoffs Vaihinger Fruchtsaft GmbH,Bahnhofstr. 40,67742,Lauterecken,42278.72,29/10/2021 16:19,DEU
2694,4.00164E+12,0,4001638,WELEDA AG,Möhlerstr. 3,73525,Schwäbisch Gmünd,3157416.76,29/10/2021 16:19,DEU
2695,4.00164E+12,0,4001639,Wagner-Gewürze GmbH,Industriestr. 25,49201,Dissen,734.3,29/10/2021 16:19,DEU
2709,4.00166E+12,0,4001660,Weinland Wachtenburg eG,Weinstr. 2,67157,Wachenheim,9513.53,29/10/2021 16:20,DEU
2710,4.00167E+12,0,4001669,Ritex GmbH,Gustav-Winkler-Str. 50,33699,Bielefeld,1809.48,29/10/2021 16:20,DEU
2712,4.00168E+12,0,4001681,Kellereien GmbH,Niederkircher Str. 27,54294,Trier,1758.19,29/10/2021 16:20,DEU
2713,4.00168E+12,0,4001683,Johnson &amp; Johnson GmbH,Johnson&amp;Johnson Platz 2,41470,Neuss,9089.25,29/10/2021 16:20,DEU
2715,4.00169E+12,0,4001686,HARIBO GmbH &amp; Co. KG,Dr.-Hans-und-Paul-Riegel-Str. 1,53501,Grafschaft,1699.8,29/10/2021 16:20,DEU
2716,4.0017E+12,0,4001696,HELU Import und Export GmbH &amp; Co. KG,Gewerbegebiet16-18,55595,Wallhausen,47997.46,29/10/2021 16:20,DEU
2717,4.0017E+12,0,4001704,Berisia &amp; Beer GmbH &amp; Co. KG,Goldburghauser Str. 39,73469,Pflaumloch,66655.42,29/10/2021 16:20,DEU
2718,4.00171E+12,0,4001707,KARAVELA SIA,Atlantijas 15,LV-1015,Riga,119696.34,29/10/2021 16:20,DEU
2726,4.00172E+12,0,4001716,beckers bester GmbH,Obere Dorfstr. 42,37176,Nörten-Hardenberg,6328.01,29/10/2021 16:20,DEU
2727,4.00172E+12,0,4001724,Dr. August Oetker Nahrungsmittel KG Bereich Tiefkühlkost,Lutterstraße 14,33617,Bielefeld,152365.16,29/10/2021 16:20,DEU
2728,4.00173E+12,0,4001726,Pfeifer &amp; Langen GmbH &amp; Co. KG,Aachener Str. 1042 a,50858,Köln,423256.1,29/10/2021 16:20,DEU
2729,4.00173E+12,0,4001728,hansa-pharm Dr. Winter GmbH,Hessenweg 10,48157,Münster,4140.87,29/10/2021 16:20,DEU
2730,4.00173E+12,0,4001731,Blanchet GmbH,Matheus-Müller-Platz 1,65343,Eltville/Rhein,224280.47,29/10/2021 16:21,DEU
2731,4.00174E+12,0,4001743,Stollwerck GmbH,Am Stammgleis 9,22844,Norderstedt,1281.28,29/10/2021 16:21,DEU
2732,4.00174E+12,0,4001744,Schloss Wachenheim AG,Niederkircher Str. 27,54294,Trier,55736.53,29/10/2021 16:21,DEU
2733,4.00175E+12,0,4001751,Erich Trapp GmbH &amp; Co. KG Scandia Meerettich-Fabrikate,Feldstr. 9,24568,Kaltenkirchen,24708.41,29/10/2021 16:21,DEU
2734,4.00175E+12,0,4001754,Staatlich Bad Meinberger Mineralbrunnen GmbH &amp; Co. KG,Am Waldstadion 1,32805,Horn-Bad Meinberg,25534.94,29/10/2021 16:21,DEU
2770,4.00176E+12,0,4001764,Vereinigte Kreidewerke Dammann GmbH &amp; Co. KG,Schinkel,25566,Lägerdorf,32114.33,29/10/2021 16:22,DEU
2771,4.00177E+12,0,4001766,Kumpf Fruchtsaft GmbH &amp; Co. KG Qualitäts-Fruchtsäfte,Industriestr. 22,71706,Markgröningen,327.27,29/10/2021 16:22,DEU
2772,4.00177E+12,0,4001769,Valensina GmbH,Ruckes 90,41238,Mönchengladbach,657333.38,29/10/2021 16:22,DEU
2773,4.00177E+12,0,4001771,Hohenloher Fruchtsäfte GmbH &amp; Co. KG,Heidweg 11,74523,Schwäbisch Hall,267820.66,29/10/2021 16:22,DEU
2774,4.00178E+12,0,4001784,Staatl. Mineralbrunnen AG,Amand-von Buseck-Str. 2,97769,Bad Brückenau,64940.22,29/10/2021 16:22,DEU
2775,4.00179E+12,0,4001787,Essig- und Senffabrik,Neustadtstr. 11,79677,Schönau,17110.28,29/10/2021 16:22,DEU
2780,4.00181E+12,0,4001812,Orkla Germany GmbH,Hoheluftchaussee 18,20253,Hamburg,79940.18,29/10/2021 16:22,DEU
2782,4.00184E+12,0,4001835,Kelterei Müller GmbH &amp; Co. KG,Rathausstr. 45-47,35510,Butzbach-Ostheim,555777.22,29/10/2021 16:22,DEU
2783,4.00185E+12,0,4001848,Hanseatic Modern Food GmbH,Pinkertweg 15,22113,Hamburg,12165.76,29/10/2021 16:22,DEU
2785,4.00189E+12,0,4001888,Weinkellerei Thomas Schönlaub,Neustadter Str. 7,76879,Hochstadt,1018155.43,29/10/2021 16:23,DEU
2786,4.0019E+12,0,4001896,Franz Ostermeier GmbH Vertriebsgesellschaft,Industriestr. 7,94333,Geiselhöring,356296.54,29/10/2021 16:23,DEU
2799,4.00192E+12,0,4001923,Georg Baier GmbH Konservenfabrik,Bahnhofstr. 64,92690,Pressath,38525.81,29/10/2021 16:23,DEU
2800,4.00193E+12,0,4001929,Fleisch- u. Wurstwaren,Schmeerplatzweg 11,33378,Rheda-Wiedenbrück,272371.51,29/10/2021 16:23,DEU
2801,4.00193E+12,0,4001932,Weingüter Geheimrat J. Wegeler GmbH &amp; Co. KG,Friedensplatz 9-11,65375,Oestrich-Winkel,11328.06,29/10/2021 16:23,DEU
2860,4.00194E+12,0,4001942,sera Werke Heimtierbedarf J. Ravnak GmbH &amp; Co. KG,Postfach 1466,52518,Heinsberg,271704.71,29/10/2021 16:25,DEU
2863,4.00195E+12,0,4001954,Ornua Deutschland GmbH,Kerrygoldstr. 1,47506,Neukirchen-Vluyn,69592.28,29/10/2021 16:25,DEU
2965,4.00196E+12,0,4001957,Bayernwald Früchteverwertung KG,Schwanenkirchner Str. 28,94491,Hengersberg,15275007.73,29/10/2021 16:29,DEU
2977,4.00197E+12,0,4001967,Interquell GmbH Abt. Tierfeinnahrung,Südliche Hauptstr. 38,86517,Wehringen,678303.39,29/10/2021 16:29,DEU
2978,4.00198E+12,0,4001976,Zimmermann-Graeff &amp; Mueller GmbH Weinkellerei,Barlstr. 35,56856,Zell/Mosel,132339.63,29/10/2021 16:29,DEU
2979,4.00198E+12,0,4001979,F. Dreesbeimdieke Brennerei,Bolbrinkersweg 17,33617,Bielefeld,276840.94,29/10/2021 16:30,DEU
2980,4.00198E+12,0,4001982,Dortmunder Actien-Brauerei GmbH,Steigerstr. 20,44145,Dortmund,7392.94,29/10/2021 16:30,DEU
2981,4.002E+12,0,4002002,SYRYKYD Trendideen GmbH,Heininger Str. 26,91550,Dinkelsbühl,597086.49,29/10/2021 16:30,DEU
2982,4.00201E+12,0,4002009,Kurz-Mühlen GmbH + Co KG Wiesmühle + Frauenmühle,Max-Planck-Str. 11,87700,Memmingen,806.96,29/10/2021 16:30,DEU
2983,4.00202E+12,0,4002015,Feine Spezialitäten seit 1962,Grunbacher Str. 57,71384,Weinstadt,8313.5,29/10/2021 16:30,DEU
2985,4.00203E+12,0,4002029,HOYER GmbH,Steinbruchstr. 18,82398,Polling/Obb.,5192.84,29/10/2021 16:30,DEU
2986,4.00204E+12,0,4002039,Bell Deutschland GmbH &amp; Co. KG,Brookdamm 21,21217,Seevetal,8128.34,29/10/2021 16:30,DEU
2987,4.00205E+12,0,4002049,Fleischwaren-Wulff GmbH &amp; Co. KG,Hans-Böckler-Str. 25,37079,Göttingen,912.11,29/10/2021 16:30,DEU
2990,4.00206E+12,0,4002060,Straubinger Konserven- und Sauerkrautfabrik GmbH &amp; Co. KG,Haid 1,94315,Straubing,4527273,29/10/2021 16:30,DEU
3092,4.00207E+12,0,4002066,Bergsträsser Winzer eG,Darmstädter Str. 56,64646,Heppenheim,4879881.08,29/10/2021 16:34,DEU
3096,4.00208E+12,0,4002084,Freiberger Lebensmittel GmbH,Zerpenschleuser Ring 1,13439,Berlin,4385.5,29/10/2021 16:34,DEU
3097,4.00209E+12,0,4002089,Weingut Heinrich Vollmer GmbH &amp; Co. KG,Gönnheimer Str. 52,67158,Ellerstadt,137689.83,29/10/2021 16:34,DEU
3098,4.0021E+12,0,4002103,Werner Brombach GmbH,Lange Zeile 1 und 3,85435,Erding,9600.62,29/10/2021 16:34,DEU
3099,4.00212E+12,0,4002123,Josef Albus Fleisch + Wurst GmbH + Co.KG,Lotzenäcker 16,72379,Hechingen-Stein,4850.01,29/10/2021 16:34,DEU
3100,4.00214E+12,0,4002137,Friedrich Schwarze GmbH &amp; Co. KG,Paulsburg 1-3,59302,Oelde,16791.61,29/10/2021 16:34,DEU
3101,4.00214E+12,0,4002140,Oberrotweil eG,Bahnhofstr. 31,79235,Vogtsburg-Oberrotweil,11.92,29/10/2021 16:34,DEU
3102,4.00216E+12,0,4002156,Müller-Moers GmbH &amp; Co. KG,Genender Weg 6,47445,Moers,246275.69,29/10/2021 16:34,DEU
3111,4.00216E+12,0,4002160,Eckes-Granini Deutschland GmbH,Ludwig-Eckes-Platz 1,55268,Nieder-Olm,5512482.08,29/10/2021 16:34,DEU
3113,4.00217E+12,0,4002171,Girone &amp; Sohn Nahrungsmittel GmbH,Pleidelsheimer Str. 27-29,74321,Bietigheim-Bissingen,4820995.56,29/10/2021 16:34,DEU
3114,4.00217E+12,0,4002174,Bayernland eG,Breslauer Str. 406,90471,Nürnberg,3163353.39,29/10/2021 16:34,DEU
3115,4.00218E+12,0,4002184,Auricher Süssmost GmbH,Kreihüttenmoorweg 11 Industriegebiet Nord,26607,Aurich,758387.73,29/10/2021 16:34,DEU
3116,4.00219E+12,0,4002186,Bierspezialitäten GmbH &amp; Co. KG,Gladbacher Str. 116-134,51065,Köln,8193.8,29/10/2021 16:35,DEU
3117,4.00219E+12,0,4002194,Jens Thiele GmbH,Museumsweg 4,21224,Rosengarten,15336190.25,29/10/2021 16:35,DEU
3175,4.00221E+12,0,4002208,Privatbrauerei Gaffel Becker &amp; Co. oHG,Ursulaplatz 1,50668,Köln,8594257.54,29/10/2021 16:37,DEU
3176,4.00221E+12,0,4002214,Schaaf Nudelspezialitäten e.K.,Siemensstr. 9,72644,Oberboihingen,648648.52,29/10/2021 16:37,DEU
3177,4.00222E+12,0,4002221,Ostfriesische Tee Gesellschaft GmbH &amp; Co. KG,Bosteler Feld 6,21218,Seevetal,3541113.79,29/10/2021 16:37,DEU
3178,4.00222E+12,0,4002222,Küppers Kölsch GmbH,Alteburger Str. 145,50968,Köln,260932.93,29/10/2021 16:37,DEU
3181,4.00223E+12,0,4002227,Dithmarscher Brauerei Karl Hinz GmbH &amp; Co. KG,Oesterstr. 18,25709,Marne,2653.64,29/10/2021 16:37,DEU
3182,4.00223E+12,0,4002231,HANNA-Feinkost AG,Bokerstr. 41,33129,Delbrück,139399.9,29/10/2021 16:37,DEU
3183,4.00224E+12,0,4002239,Reichold Feinkost GmbH,August-Horch-Str. 4-8,65582,Diez,542733.61,29/10/2021 16:37,DEU
3184,4.00224E+12,0,4002240,Kelterei KOBES,Gsteinacher Str. 45,90537,Feucht,987833.58,29/10/2021 16:37,DEU
3199,4.00225E+12,0,4002250,GARTENFRISCH Jung GmbH,Hermann-Jung-Str. 2,74249,Jagsthausen,1021.02,29/10/2021 16:38,DEU
3201,4.00227E+12,0,4002265,GmbH,Am Reutgraben 1,76275,Ettlingen,367.08,29/10/2021 16:38,DEU
3202,4.00227E+12,0,4002268,Heinrich Kühlmann GmbH &amp; Co. KG,Im Thüle 26,33397,Rietberg,8532.73,29/10/2021 16:38,DEU
3203,4.00229E+12,0,4002287,Reh Kendermann GmbH Weinkellerei,Am Ockenheimer Graben 35,55411,Bingen,187969.13,29/10/2021 16:38,DEU
3204,4.00229E+12,0,4002289,Silikalzit Marketing GmbH,Donnersbergerstr. 4,80634,München,1887.27,29/10/2021 16:38,DEU
3205,4.0023E+12,0,4002299,Jofrika Cosmetics GmbH,Hüttenstr. 45-47,51469,Bergisch Gladbach,5938.44,29/10/2021 16:38,DEU
3206,4.0023E+12,0,4002301,Weinkellerei Hechtsheim GmbH,Rheinhessenstr. 25,55129,Mainz Hechtsheim,828.43,29/10/2021 16:38,DEU
3235,4.00231E+12,0,4002309,Wilhelm Reuss GmbH &amp; Co. KG Lebensmittelwerk,Sonnenallee 227,12057,Berlin,57966.08,29/10/2021 16:39,DEU
3239,4.00232E+12,0,4002319,Fritz Kunder GmbH Herst. süßer Spezialitäten,Wilhelmstr. 12,65185,Wiesbaden,1710.84,29/10/2021 16:39,DEU
3240,4.00232E+12,0,4002320,D. H. Boll Spirituosen GmbH,Markt 16,24321,Lütjenburg,13316.93,29/10/2021 16:39,DEU
3268,4.00233E+12,0,4002334,Privatmolkerei Bauer GmbH &amp; Co. KG,Molkerei-Bauer-Str. 1 - 10,83512,Wasserburg am Inn,1322169.4,29/10/2021 16:40,DEU
3269,4.00234E+12,0,4002336,Haus am Goldberg GmbH,Zeller Hauptstr. 3,67308,Zellertal,1271257.84,29/10/2021 16:40,DEU
3270,4.00234E+12,0,4002343,Ensinger Mineral-Heilquellen GmbH,Horrheimer Str. 28-36,71665,Vaihingen/Enz,785283.62,29/10/2021 16:40,DEU
3271,4.00236E+12,0,4002359,Mars Food Europe C.V.,Antonie van Leeuwenhoeckstraat 24,3261,LT Oud-Beijerland,548286.85,29/10/2021 16:40,DEU
3275,4.00238E+12,0,4002384,Waffelfabrikation Peter Schauer sen. Inh. Sonja Schauer,Nürnberger Str. 116 a,96050,Bamberg,776113.78,29/10/2021 16:40,DEU
3276,4.00239E+12,0,4002391,Sektkellerei Peter Herres GmbH,Rudolf-Diesel-Str. 7-9,54292,Trier,1461662.7,29/10/2021 16:40,DEU
3279,4.0024E+12,0,4002403,haug bürsten KG,Föllstr. 6,86343,Königsbrunn,22596.82,29/10/2021 16:40,DEU
3280,4.00243E+12,0,4002430,Otto Beier Waffelfabrik GmbH,Bahnhofstr. 31,93468,Miltach,46014.97,29/10/2021 16:40,DEU
3281,4.00244E+12,0,4002441,L''Oreal Deutschland GmbH,Hertzstr. 175,76187,Karlsruhe,359633.29,29/10/2021 16:41,DEU
3394,4.00245E+12,0,4002448,Reckitt Benckiser Deutschland GmbH,Darwinstr. 2-4,69115,Heidelberg,657803.65,29/10/2021 16:45,DEU
3395,4.00245E+12,0,4002453,Privatbrauerei Jacob Stauder GmbH &amp; Co. KG,Stauderstr. 88,45326,Essen,1.6,29/10/2021 16:45,DEU
3409,4.00246E+12,0,4002464,Kessler Sekt GmbH &amp; Co. KG,Georg-Christian-von-Kessler-Platz 12-16,73728,Esslingen a.N.,1176774.34,29/10/2021 16:45,DEU
3410,4.00247E+12,0,4002468,Hochland Deutschland GmbH,Kemptener Str. 17,88178,Heimenkirch,1515256.66,29/10/2021 16:45,DEU
3411,4.00247E+12,0,4002471,Sauerkrautfabrik GmbH,Augustinusstr.58-60,41464,Neuss,521145.12,29/10/2021 16:45,DEU
3412,4.00247E+12,0,4002472,Newlat GmbH,Franzosenstr. 9,68169,Mannheim,395594.76,29/10/2021 16:45,DEU
3413,4.00247E+12,0,4002473,Sonnen-Bassermann,Erkrather Str. 228b,40233,Düsseldorf,2688015.4,29/10/2021 16:45,DEU
3419,4.0025E+12,0,4002498,Blücher-Schering GmbH &amp; Co. KG Fabr.chem.-pharm.Präparate,Rademacherstr. 2,23556,Lübeck,329981.83,29/10/2021 16:46,DEU
3423,4.00252E+12,0,4002524,Berentzen-Gruppe AG,Ritterstr. 7,49740,Haselünne,6081.65,29/10/2021 16:46,DEU
3424,4.00255E+12,0,4002547,Mack &amp; Schühle AG,Neue Straße 45,73277,Owen,1467686.78,29/10/2021 16:46,DEU
3425,4.00255E+12,0,4002554,Coty Beauty Germany GmbH,Berliner Allee 65,64295,Darmstadt,194.28,29/10/2021 16:46,DEU
3426,4.00256E+12,0,4002557,Oechelhaeuser Markenspirituosen  GmbH,Bergstr. 3,57234,Wilnsdorf,1192.75,29/10/2021 16:46,DEU
3427,4.00256E+12,0,4002564,Global Wines GmbH &amp; Co. KG,Horbeller Str. 11,50858,Köln,4946107.93,29/10/2021 16:46,DEU
3429,4.00257E+12,0,4002566,garmo AG,Postfach 13 09 51,70067,Stuttgart,242656.02,29/10/2021 16:46,DEU
3430,4.00257E+12,0,4002567,Schenk GmbH,Alemannenstr. 33,76532,Baden-Baden,791169.39,29/10/2021 16:46,DEU
3431,4.00257E+12,0,4002570,Gritto GmbH,Kühnehöfe 11,22761,Hamburg,40077.32,29/10/2021 16:46,DEU
