,gtin,return_code,company_prefix,name,street,postcode,city,sum_sales,query_date,isocode
9476,4.00923E+12,0,4009228,GmbH &amp; Co. KGaA,Badstr. 41,75385,Bad Teinach-Zavelstein,46019.04,29/10/2021 20:27,DEU
9477,4.00923E+12,0,4009233,Nestlé Wagner GmbH,Ernst-Wagner-Str. 48,66620,Nonnweiler,11795.2,29/10/2021 20:27,DEU
9478,4.00924E+12,0,4009238,Kalnik Vertriebs-GmbH,Zur Oelmühle 20-22,53347,Alfter-Impekoven,1541.17,29/10/2021 20:27,DEU
9479,4.00924E+12,0,4009239,Deutsche See GmbH,Maifischstr. 3-9,27572,Bremerhaven,81077.4,29/10/2021 20:27,DEU
9480,4.00924E+12,0,4009241,GlaxoSmithKline Consumer Healthcare GmbH &amp; Co. KG,Barthstr. 4,80339,München,461.27,29/10/2021 20:27,DEU
9481,4.00924E+12,0,4009243,Inh. Andreas Creydt e.K.,Theodor-Storm-Str. 13,37586,Dassel,62.23,29/10/2021 20:27,DEU
9482,4.00925E+12,0,4009246,Ontex Mayen GmbH,Robert-Bosch-Str. 8,56727,Mayen,1525840.21,29/10/2021 20:27,DEU
9483,4.00925E+12,0,4009249,Lieken Brot- und Backwaren GmbH,Dessauer Str. 126,6886,Lutherstadt Wittenberg,2555573.9,29/10/2021 20:27,DEU
9484,4.00925E+12,0,4009252,H. Schomaker GmbH &amp; Co. KG,Schützenstr. 1,49757,Lahn,127631.31,29/10/2021 20:27,DEU
9582,4.00927E+12,0,4009269,MTD Products AG,Industriestr. 23,66129,Saarbrücken,2760.54,29/10/2021 20:30,DEU
9583,4.00927E+12,0,4009272,Degro GmbH &amp; Co. KG,Donauwörther Str. 3-5,86641,Rain,10622.18,29/10/2021 20:31,DEU
9587,4.00928E+12,0,4009283,Takeda GmbH,Byk-Gulden-Str. 2,78467,Konstanz,16244.83,29/10/2021 20:31,DEU
9588,4.00929E+12,0,4009285,Park &amp; Bellheimer Brauereien GmbH &amp; Co. KG,Zweibrücker Str. 4,66953,Pirmasens,206306.29,29/10/2021 20:31,DEU
9589,4.00929E+12,0,4009286,Block Foods AG,Lademannbogen 127,22339,Hamburg,76.22,29/10/2021 20:31,DEU
9590,4.0093E+12,0,4009300,Teekanne GmbH &amp; Co. KG,Kevelaerer Str. 21-23,40549,Düsseldorf,64705.67,29/10/2021 20:31,DEU
9598,4.0093E+12,0,4009304,Burg Essig GmbH,Preßburger Str. 8,94315,Straubing-Sand,403.38,29/10/2021 20:31,DEU
9599,4.00931E+12,0,4009309,Alfred Paulsen GmbH &amp; Co.KG Sauerkonservenfabrik,Alfred-Paulsen-Str. 8,21762,Otterndorf,274951.86,29/10/2021 20:31,DEU
9605,4.00932E+12,0,4009321,Rupert Metzler e.K. Obstbranntweine,Staufenstr. 26,78247,Hilzingen,1237.97,29/10/2021 20:31,DEU
9606,4.00934E+12,0,4009335,Höhenrainer Delikatessen GmbH,Lauser Str. 1,83620,Großhöhenrain,575.28,29/10/2021 20:31,DEU
9607,4.00934E+12,0,4009337,Steinhaus GmbH,Tenter Weg 13,42897,Remscheid,3645.89,29/10/2021 20:31,DEU
9608,4.00937E+12,0,4009367,UNDERBERG-INTER- Abrechnungsverbund,Hubert-Underberg-Allee 1,47493,Rheinberg,73014.35,29/10/2021 20:31,DEU
9609,4.00937E+12,0,4009371,Johannes Lühders KG Ingwer- und Süßwarenspezialitäten,Zum Reiherhorst 6,21435,Stelle,6788.12,29/10/2021 20:32,DEU
9610,4.00937E+12,0,4009372,Honig Müngersdorff GmbH,An St. Agatha 37,50667,Köln,22551.14,29/10/2021 20:32,DEU
9611,4.00938E+12,0,4009384,Fritz Fries &amp; Söhne GmbH &amp; Co. KG,Industriestr. 17,55743,Idar-Oberstein,32431.44,29/10/2021 20:32,DEU
9612,4.00939E+12,0,4009390,Efefirat Warenvertriebs GmbH,Schragestraße 11,28239,Bremen,9093.58,29/10/2021 20:32,DEU
9619,4.0094E+12,0,4009398,Mairol GmbH ,Hauptstr. 20,84168,Aham,39595.24,29/10/2021 20:32,DEU
9620,4.0094E+12,0,4009401,Wilhelmsthaler Mineralbrunnen GmbH,Brunnenweg 11,34379,Calden/Westuffeln,71.75,29/10/2021 20:32,DEU
9621,4.00941E+12,0,4009412,a&amp;n&amp;a GmbH &amp; Co. KG,Benzstr. 12,35799,Merenberg,4669.55,29/10/2021 20:32,DEU
9622,4.00942E+12,0,4009415,Privatbrennerei Boente GmbH &amp; Co. KG,Am Stadion 77,45659,Recklinghausen,112129.65,29/10/2021 20:32,DEU
9623,4.00942E+12,0,4009417,Feldsaaten Freudenberger GmbH &amp; Co. KG,Magdeburger Str. 2,47800,Krefeld,129858.52,29/10/2021 20:32,DEU
9624,4.00942E+12,0,4009418,Goldhand Lebensmittel- u. Ver- brauchsgüter-Vertriebsges.mbH,Schlüterstr. 3,40235,Düsseldorf,15054.79,29/10/2021 20:32,DEU
9635,4.00943E+12,0,4009427,Carl Jung GmbH Weinkellerei-Weinbrennerei,Rheinstr. 3,65385,Rüdesheim am Rhein,79045.87,29/10/2021 20:33,DEU
9636,4.00945E+12,0,4009447,Feinkost-Herstellung,Lichtenbergstr. 12,47839,Krefeld,11586.24,29/10/2021 20:33,DEU
9637,4.00945E+12,0,4009449,Bier-Hövelmann GmbH &amp; Co. KG,Im Schleeke 115-116,38640,Goslar,951.74,29/10/2021 20:33,DEU
9638,4.00945E+12,0,4009452,Tee-Import,Postfach 2341,26703,Emden,773785.03,29/10/2021 20:33,DEU
9639,4.00946E+12,0,4009457,NEUE MAYO Feinkost GmbH,Seelandstr. 36,23569,Lübeck,128201.04,29/10/2021 20:33,DEU
9640,4.00946E+12,0,4009463,Naturschwämme u. Fensterleder,Emil-Sommer-Str. 9,28329,Bremen,11586.92,29/10/2021 20:33,DEU
9641,4.00949E+12,0,4009491,Valensina GmbH,Ruckes 90,41238,Mönchengladbach,22869075.69,29/10/2021 20:33,DEU
9642,4.0095E+12,0,4009498,Handelsgesellschaft mbH,Symeonstr. 6,12279,Berlin,7524.44,29/10/2021 20:33,DEU
9643,4.0096E+12,0,4009600,Fuchs Foodservice GmbH ,Industriestr. 25,49201,Dissen a.T.W.,28813.46,29/10/2021 20:33,DEU
9644,4.00967E+12,0,4009670,Coca-Cola Europacific Partners Deutschland GmbH,Hohenschönhauser Str. 51,13057,Berlin,930.73,29/10/2021 20:33,DEU
9645,4.00968E+12,0,4009680,Vitana Gesunde Ernährung GmbH,Am Gelskamp 1 - 3,32758,Detmold,132092.58,29/10/2021 20:33,DEU
9646,4.00968E+12,0,4009684,Feinkost GmbH &amp; Co. KG,Hamburger Str. 55,24576,Bad Bramstedt,22729.36,29/10/2021 20:33,DEU
9647,4.00969E+12,0,4009691,Kleiber + Co. GmbH Kurz- und Modewarenfabrikation,Wigglis 4,88167,Röthenbach,552942.21,29/10/2021 20:33,DEU
9648,4.0097E+12,0,4009700,Danone GmbH,Richard-Reitzner-Allee 1,85540,Haar,7970585.8,29/10/2021 20:33,DEU
9649,4.0097E+12,0,4009703,Wetzel Karlsbader Oblaten-  und Waffelfabrik GmbH,Austr. 5,89407,Dillingen,4065.09,29/10/2021 20:33,DEU
9650,4.00972E+12,0,4009722,Normann Wäschefabrik GmbH &amp; Co. KG,Industriestr. 3,59929,Brilon-Scharfenberg,2729.92,29/10/2021 20:33,DEU
9651,4.00973E+12,0,4009727,Räuchermittelfabrik e.K.,Taunusstr. 4,64739,Höchst,109.45,29/10/2021 20:33,DEU
9652,4.00974E+12,0,4009736,BNS International GmbH,Rheinallee 96,55120,Mainz,707.57,29/10/2021 20:33,DEU
9653,4.00974E+12,0,4009737,Schmees GmbH,Am Bahnhof 74,27239,Twistringen,30.72,29/10/2021 20:33,DEU
9654,4.00978E+12,0,4009775,Amscan Europe GmbH,Dettinger Str. 148,73230,Kirchheim,86,29/10/2021 20:33,DEU
9655,4.00978E+12,0,4009782,rf&amp;f Wellness Werk GmbH,Heuserweg 25,53842,Troisdorf,44.25,29/10/2021 20:33,DEU
9656,4.00979E+12,0,4009790,Meienburg GmbH &amp; Co. KG,Branterei 13,26419,Schortens,4096.79,29/10/2021 20:33,DEU
9699,4.00983E+12,0,4009830,Arco-Valley GmbH,Hauptstr. 14,94428,Eichendorf,2162.39,29/10/2021 20:35,DEU
9700,4.00983E+12,0,4009831,Lebens-und Genußmittel,Kirchsteigstr. 10,86476,Neuburg-Langenhaslach,688877.26,29/10/2021 20:35,DEU
9701,4.00984E+12,0,4009837,EDNA International GmbH,Gollenhoferstr. 3,86441,Zusmarshausen,59047.76,29/10/2021 20:35,DEU
9702,4.00984E+12,0,4009839,Zwilling J.A.Henckels AG,Grünewalder Str. 14-22,42657,Solingen,14436.08,29/10/2021 20:35,DEU
9703,4.00984E+12,0,4009840,Arco-Valley GmbH &amp; Co. KG,Hauptstr. 14,94428,Eichendorf,17.49,29/10/2021 20:35,DEU
9704,4.00985E+12,0,4009847,Theo Klein GmbH Spielwarenfabrik,Burgstr. 14,76857,Ramberg/Pfalz,123.15,29/10/2021 20:35,DEU
9705,4.00985E+12,0,4009853,Günthart &amp; Co. KG,Hauptstr. 37,79801,Hohentengen,293.79,29/10/2021 20:35,DEU
9706,4.00986E+12,0,4009864,Gottfried Schmalfuss GmbH,Heisenbergstr. 26-40,50169,Kerpen-Türnich,2635.25,29/10/2021 20:35,DEU
9707,4.00987E+12,0,4009872,Wilhelm Braun Erben GmbH &amp; Co. KG,Bachstraße 14,53474,Bad Neuenahr-Ahrweiler,36378.08,29/10/2021 20:35,DEU
9708,4.00988E+12,0,4009879,Norbert Deiters &amp; Ulrich Florin GbR,Auf der Böge 28b,21039,Hamburg,1088.7,29/10/2021 20:35,DEU
9733,4.00989E+12,0,4009887,Pabst &amp; Richarz Vertriebs GmbH,Sollingweg 41,32427,Minden,705.37,29/10/2021 20:36,DEU
9734,4.00989E+12,0,4009889,Friedrich Schwarze GmbH &amp; Co. KG,Paulsburg 1-3,59302,Oelde,1409.01,29/10/2021 20:36,DEU
9735,4.00989E+12,0,4009890,NATURA-WERK Gebr. Hiller GmbH &amp; Co. KG,Neanderstr. 5,30165,Hannover,3340.05,29/10/2021 20:36,DEU
9736,4.0099E+12,0,4009900,Mars GmbH,Biberger Str. 18,82008,Unterhaching,840.77,29/10/2021 20:36,DEU
9737,4.0099E+12,0,4009903,Dr. Rudolf Liebe Nachf. GmbH &amp; Co. KG,Max-Lang-Str. 64,70771,Leinfelden-Echterdingen,58360.44,29/10/2021 20:36,DEU
9738,4.00992E+12,0,4009918,Manufaktur für Genuss,Bahnhofstr. 11,73066,Uhingen,1000108.62,29/10/2021 20:36,DEU
9739,4.00993E+12,0,4009932,Queisser Pharma GmbH &amp; Co. KG,Schleswiger Str. 74,24941,Flensburg,365610.94,29/10/2021 20:36,DEU
9757,4.01005E+12,0,4010054,COOLIKE Regnery GmbH,Lilienthalstr. 2 - 4,64625,Bensheim,140189.89,29/10/2021 20:37,DEU
9758,4.01006E+12,0,4010055,ZENTRAG Zentralgenossenschaft des europäischen Fleischergewerbes eG,Grüne Str. 42,60316,Frankfurt,1774217.33,29/10/2021 20:37,DEU
9759,4.01006E+12,0,4010063,FRIHOL Champignon Vertriebsges. mbH,Böschstr. 12,77815,Bühl,165442.78,29/10/2021 20:37,DEU
9794,4.01008E+12,0,4010075,GmbH &amp; Co. KG,Unterkotzauer Weg 14,95028,Hof/Saale,384126.79,29/10/2021 20:38,DEU
9795,4.0101E+12,0,4010100,H. Heydt GmbH &amp; Co. KG Private Kornbrennerei ,Neustadtstr. 11,49740,Haselünne,111249.67,29/10/2021 20:38,DEU
9796,4.0101E+12,0,4010101,Hans-Ulrich Petermann Beratungs- und Vertriebs GmbH &amp; Co. KG,Schlagenhofener Weg 40,82229,Seefeld,205756.66,29/10/2021 20:38,DEU
9797,4.01011E+12,0,4010114,Seus GmbH,Californiastr. 17,66482,Zweibrücken,127132.42,29/10/2021 20:39,DEU
9798,4.01013E+12,0,4010126,Diedrich Filmer GmbH,Jeringhaver Gast 5,26316,Varel,2546.73,29/10/2021 20:39,DEU
9809,4.01013E+12,0,4010130,Peters GmbH Pralinen,Hansastr. 11,59557,Lippstadt,206.53,29/10/2021 20:39,DEU
9810,4.01014E+12,0,4010139,Meybona Schokoladenfabrik Meyerkamp GmbH &amp; Co. KG,Alter Postweg 255,32584,Löhne,1383203.74,29/10/2021 20:39,DEU
9816,4.01015E+12,0,4010146,Leverings Ossenkämper GmbH &amp; Co KG,Krim 2,58540,Meinerzhagen,2423.29,29/10/2021 20:39,DEU
9817,4.01016E+12,0,4010155,Reformkontor GmbH &amp; Co. KG,Ernst-Litfaß-Str. 16,19246,Zarrentin,84595.42,29/10/2021 20:39,DEU
9818,4.01016E+12,0,4010160,Anton Hübner GmbH &amp; Co. KG,Schloßstr. 11 - 17,79238,Ehrenkirchen,4382.93,29/10/2021 20:39,DEU
9836,4.01018E+12,0,4010179,Florian GmbH,Rosenweg 2a,77731,Willstätt,733726.45,29/10/2021 20:40,DEU
9837,4.0102E+12,0,4010198,Kampsen GmbH &amp; Co. KG,Alter Emsteker Weg 19,49661,Cloppenburg,4780.03,29/10/2021 20:40,DEU
9838,4.0102E+12,0,4010203,Gewürzmühle,Am Waldesrand 2 - 6,73642,Welzheim,64776.58,29/10/2021 20:40,DEU
9839,4.0102E+12,0,4010204,Wein &amp; Hof Hügelheim eG,Baslerstr. 12,79379,Müllheim,8893.23,29/10/2021 20:40,DEU
9840,4.01022E+12,0,4010216,Kornbrennerei Wilhelmi GmbH,Forellenweg 6,52074,Aachen,419750.65,29/10/2021 20:40,DEU
9842,4.01022E+12,0,4010223,Brauerei Bischofshof GmbH &amp; Co. KG,Heitzerstr 2,93049,Regensburg,89994.98,29/10/2021 20:40,DEU
9843,4.01024E+12,0,4010238,Purvegan GmbH,Bahnhofstr. 29,67305,Ramsen,204122.22,29/10/2021 20:40,DEU
9844,4.01025E+12,0,4010248,Sektkellerei Exklusiv-Importe GmbH,Max-Planck-Str. 1,53501,Grafschaft,706834.35,29/10/2021 20:40,DEU
9845,4.01025E+12,0,4010253,Erkrather Quellen GmbH &amp; Co. KG,Max-Planck-Str. 21,40699,Erkrath,150873.52,29/10/2021 20:40,DEU
9857,4.01027E+12,0,4010273,Willy Nonnenmacher,Nippenburger Str. 12,71701,Schwieberdingen,569540.3,29/10/2021 20:41,DEU
9858,4.01028E+12,0,4010281,Siegsdorfer Petrusquelle GmbH,Höpflinger Weg 8,83313,Siegsdorf,263560.59,29/10/2021 20:41,DEU
9859,4.01029E+12,0,4010294,Ralinger Salz Handels GmbH,Europa-Allee 8,54343,Föhren,179950.73,29/10/2021 20:41,DEU
9860,4.01032E+12,0,4010318,Heirler Cenovis GmbH,Schützenstr. 24,78315,Radolfzell,13.29,29/10/2021 20:41,DEU
9861,4.01032E+12,0,4010321,CLAMA GmbH &amp; Co. KG,Steineshoffweg 2,45479,Mülheim,1353496.39,29/10/2021 20:41,DEU
9862,4.01033E+12,0,4010327,MEM-Bauchemie GmbH c/o Bostik GmbH,An der Bundesstr. 16,33829,Borgholzhausen,8971.35,29/10/2021 20:41,DEU
9863,4.01033E+12,0,4010333,Besigheim eG,Am Felsengarten 1,74394,Hessigheim,6053987.71,29/10/2021 20:41,DEU
9864,4.01034E+12,0,4010341,Winzer vom Weinsberger Tal eG,Reisacher Str. 5,74245,Löwenstein,902.22,29/10/2021 20:41,DEU
9865,4.01034E+12,0,4010343,Diedrich Röpke GmbH,Thalenhorststr. 11 - 13,28307,Bremen,247291.36,29/10/2021 20:41,DEU
9866,4.01035E+12,0,4010349,Kiechlinsbergen eG,Kiechlinsberger Str. 2-6,79346,Endingen-Königschaffhausen,7071.25,29/10/2021 20:41,DEU
9867,4.01035E+12,0,4010352,Fleischwarenfabrik,Rudolf-Diesel-Str. 2,33428,Harsewinkel,44925.71,29/10/2021 20:41,DEU
9868,4.01036E+12,0,4010355,dm-drogerie markt GmbH + Co. KG,Am dm-Platz 1,76227,Karlsruhe,5336.29,29/10/2021 20:41,DEU
9869,4.01037E+12,0,4010370,Bickensohler Weinvogtei eG,Neunlindenstr. 25,79235,Vogtsburg,917.39,29/10/2021 20:41,DEU
9870,4.0104E+12,0,4010398,Inh. Anne Lauströer,Wiesenstr. 9,33415,Verl,1232380.95,29/10/2021 20:41,DEU
9871,4.0104E+12,0,4010404,Harry Lassche GmbH  Keksfabrikation,Waldstr. 3,53757,St. Augustin,866890.89,29/10/2021 20:41,DEU
9872,4.01041E+12,0,4010406,Weinhaus Wasenweiler Winzer GmbH,Raiffeisenstr. 6,79241,Wasenweiler,6536077.1,29/10/2021 20:41,DEU
9876,4.01043E+12,0,4010431,Weinparadies Freinsheim GmbH,Bahnhofstr. 44,67251,Freinsheim,443128.63,29/10/2021 20:42,DEU
9878,4.01044E+12,0,4010442,FARMER'S SNACK GmbH,Beckedorfer Bogen 27,21218,Seevetal,145542.8,29/10/2021 20:42,DEU
9879,4.01045E+12,0,4010446,Walhalla Delikatessen GmbH,Benzstr. 5,93092,Barbing,19301.05,29/10/2021 20:42,DEU
9881,4.01049E+12,0,4010491,Anna Zimmermann GmbH,Seelhorststr. 60,30175,Hannover,2244888.55,29/10/2021 20:42,DEU
9917,4.01053E+12,0,4010529,Max Piehl GmbH &amp; Co.KG,Hardenstr. 51,20539,Hamburg,2561.68,29/10/2021 20:43,DEU
9918,4.01053E+12,0,4010534,Mehlig &amp; Heller GmbH,Raiffeisenstr. 24,97209,Veitshöchheim,120674.83,29/10/2021 20:43,DEU
9919,4.01086E+12,0,4010859,Hagen Deutschland GmbH &amp; Co. KG,Lehmweg 99-105,25488,Holm,7393099.91,29/10/2021 20:43,DEU
9920,4.01087E+12,0,4010871,Laschinger Seafood GmbH Abt. Deggendorf,Edlmairstr. 9,94469,Deggendorf,575028.93,29/10/2021 20:43,DEU
9960,4.01092E+12,0,4010922,Julius Zotz KG Weingut und Privatkellerei,Staufener Str. 3,79423,Heitersheim,351087.75,29/10/2021 20:45,DEU
9961,4.01093E+12,0,4010930,Heuchelberg Weingärtner eG,Neipperger Str. 25,74193,Schwaigern,51162.61,29/10/2021 20:45,DEU
9962,4.01093E+12,0,4010931,Schwarzwälder Wurstspezialitäten,Am Gansacker 28,79224,Umkirch,2393361.71,29/10/2021 20:45,DEU
9963,4.01093E+12,0,4010933,Forellenhof Wilke GmbH,Wilhelmstr. 41,21640,Horneburg,5977890.22,29/10/2021 20:45,DEU
9964,4.01093E+12,0,4010934,J. Esser GmbH &amp; Co.KG Konfekt u. Feingebäck,Laurentiusstr. 57,41189,Mönchengladbach,286040.44,29/10/2021 20:45,DEU
9965,4.01094E+12,0,4010937,BRAECO GmbH,An der Babe 6,4509,Zwochau bei Leipzig,689790.19,29/10/2021 20:45,DEU
9966,4.01096E+12,0,4010955,Odenwälder Marzipankonditorei GmbH,Reuboldstr. 8,63937,Weilbach,40130.2,29/10/2021 20:45,DEU
9967,4.01096E+12,0,4010956,TEES GmbH,Bachstr. 117,46149,Oberhausen,4519.89,29/10/2021 20:45,DEU
9968,4.01097E+12,0,4010974,Inh. Christiane Preuß,Schulstr. 17,68804,Altlußheim,1374.78,29/10/2021 20:45,DEU
9969,4.01098E+12,0,4010975,Hauert MANNA Düngerwerke GmbH,Hahnenbalz 35,90411,Nürnberg,14100.78,29/10/2021 20:45,DEU
9997,4.011E+12,0,4011004,der feine teig,Mäusewedel 13,74223,Flein,2115608.39,29/10/2021 20:46,DEU
10010,4.01102E+12,0,4011020,Feldschlösschen-Brauerei GmbH,Brauereistr. 2 + 4,46499,Hamminkeln,90009.18,29/10/2021 20:46,DEU
10011,4.01106E+12,0,4011061,Börlind GmbH,Lindenstr. 15,75365,Calw,62482.76,29/10/2021 20:47,DEU
10013,4.01107E+12,0,4011073,Sekthaus Carl Graeger KG,Martinstr. 2,55411,Bingen am Rhein,2438.07,29/10/2021 20:47,DEU
10014,4.01109E+12,0,4011094,Westerwald Brauerei H. Schneider GmbH &amp; Co. KG,Am Hopfengarten 1,57627,Hachenburg,347474.44,29/10/2021 20:47,DEU
10015,4.0111E+12,0,4011096,Leonard Moos-Butzen GmbH Eiergroßhandlung,Energiestr. 2,41751,Viersen,288613.5,29/10/2021 20:47,DEU
10016,4.0111E+12,0,4011100,Mars GmbH,Biberger Str. 18,82008,Unterhaching,1931419.43,29/10/2021 20:47,DEU
10034,4.01114E+12,0,4011140,Dado Cosmed GmbH,Lindenstr. 15,75365,Calw,5724.46,29/10/2021 20:47,DEU
10035,4.01115E+12,0,4011147,Blum GmbH,Sasbachwaldener Str. 20,77880,Obersasbach,1367505.22,29/10/2021 20:47,DEU
10036,4.01118E+12,0,4011179,Weingärtner Stromberg-Zabergäu eG,Neipperger Str. 60,74336,Brackenheim,832668.96,29/10/2021 20:47,DEU
10037,4.01118E+12,0,4011182,Meister Goldeinudel GmbH,Hankerfeld 9,59602,Rüthen,489.64,29/10/2021 20:47,DEU
10040,4.0112E+12,0,4011200,CP GABA GmbH,Beim Strohhause 17,20097,Hamburg,12032.86,29/10/2021 20:48,DEU
10041,4.01124E+12,0,4011239,Feldsaaten Freudenberger GmbH &amp; Co. KG,Magdeburger Str. 2,47800,Krefeld,313.04,29/10/2021 20:48,DEU
10042,4.01125E+12,0,4011246,Bakanasan,Rockwinkeler Heerstr. 100,28355,Bremen,7734.78,29/10/2021 20:48,DEU
10043,4.01126E+12,0,4011261,Zentralverband Garten- bau e. V.,Godesberger Allee 142-148,53175,Bonn,349.65,29/10/2021 20:48,DEU
10044,4.01127E+12,0,4011269,Zentralverband Garten- bau e. V.,Godesberger Allee 142-148,53175,Bonn,39.96,29/10/2021 20:48,DEU
10045,4.01128E+12,0,4011284,Vertriebsgesellschaft mbH,Rößlerstr. 3,65623,Hahnstätten,94.95,29/10/2021 20:48,DEU
10046,4.01129E+12,0,4011290,Heimtiernahrung GmbH,Weststr. 29,77694,Kehl,24444.49,29/10/2021 20:48,DEU
10047,4.01129E+12,0,4011291,Eschenbacher Privatbrauerei GmbH Haus Wagner,Eltmanner Str. 12,97483,Eltmann-Eschenbach,9408.06,29/10/2021 20:48,DEU
10048,4.01131E+12,0,4011310,Franz Keller Schwarzer Adler,Badbergstr. 23,79235,Vogtsburg-Oberbergen,2322.14,29/10/2021 20:48,DEU
10049,4.01135E+12,0,4011351,Grossmann Feinkost GmbH,Postfach 12 24,49628,Addrup-Essen,731384.53,29/10/2021 20:48,DEU
10050,4.01136E+12,0,4011360,Niederrheinische Marken- spirituosen GmbH,Feldstr. 203,47574,Goch,121.97,29/10/2021 20:48,DEU
10051,4.01136E+12,0,4011364,Heidemark Landfrische GmbH &amp; Co. KG,Kirchstr. 10,49685,Emstek,5217764.08,29/10/2021 20:48,DEU
10052,4.01137E+12,0,4011365,Privatbrauerei Oechsner GmbH &amp; Co. KG,Klinge 2,97199,Ochsenfurt,179.53,29/10/2021 20:48,DEU
10053,4.01137E+12,0,4011366,Brauerei Röhrl GmbH,Heerstr. 13,94315,Straubing,2505809.75,29/10/2021 20:48,DEU
10054,4.01137E+12,0,4011372,Carl Domsky GmbH &amp; Co.KG,Am Emsdeich 49,26789,Leer,2887931.86,29/10/2021 20:48,DEU
10055,4.0114E+12,0,4011396,Dr. Grandel GmbH,Pfladergasse 13,86150,Augsburg,4392474.48,29/10/2021 20:48,DEU
10056,4.01141E+12,0,4011410,Bayernland eG,Breslauer Str. 406,90471,Nürnberg,1453116.16,29/10/2021 20:48,DEU
10057,4.01141E+12,0,4011411,Manss GmbH Frischeservice,Gallberger Weg 34,59063,Hamm,51374053.67,29/10/2021 20:48,DEU
10058,4.01142E+12,0,4011420,Werner Lauenroth Fischfeinkost GmbH,Große Elbstr. 133,22767,Hamburg,544170.5,29/10/2021 20:48,DEU
10059,4.01142E+12,0,4011424,BEHR AG,Parkstr. 2,21220,Seevetal,4589175.47,29/10/2021 20:48,DEU
10060,4.01144E+12,0,4011436,Berschneider Fleischspezialitäten Produktions GmbH,Am Heisterbusch 12,19246,Valluhn,1698913.89,29/10/2021 20:48,DEU
10061,4.01144E+12,0,4011437,VITAM Hefe-Produkt GmbH,Walter-von-Selve-Str. 2,31789,Hameln,5889215.17,29/10/2021 20:48,DEU
10062,4.01144E+12,0,4011441,Durbacher Winzergenossenschaft eG,Nachtweide 2,77770,Durbach,183721.37,29/10/2021 20:48,DEU
10063,4.01145E+12,0,4011448,Walter Kaufmann Nachf. GmbH Kosmetische Erzeugnisse,Schwabenheimer Weg 123,55543,Bad Kreuznach,863.84,29/10/2021 20:48,DEU
10086,4.01147E+12,0,4011470,Romina Mineralbrunnen GmbH,Germanenstr. 21,72768,Reutlingen,70809.81,29/10/2021 20:49,DEU
10087,4.01147E+12,0,4011473,Pfeifer GmbH &amp; Co. KG,Heinrich-Wöhlck-Str. 19,24232,Schönkirchen,10384783.32,29/10/2021 20:49,DEU
10109,4.01148E+12,0,4011478,"""Harzer Grubenlicht""",Dr. Bodo-Otto-Str. 2,37431,Bad Lauterberg,3557988.57,29/10/2021 20:50,DEU
10115,4.01151E+12,0,4011506,Weingut Lange - Schloss Saaleck Ulrike Lange,Am Marktplatz 1,97762,Hammelburg,685688.45,29/10/2021 20:50,DEU
10116,4.01152E+12,0,4011521,Kunstmühle,Manfred-Volz Str3370. 7,72160,Horb,749215.74,29/10/2021 20:50,DEU
10117,4.01154E+12,0,4011542,Hammerschmiede Karl Theodor Buchholz,Elsbach 11A,37445,Walkenried OT Zorge,50256.55,29/10/2021 20:50,DEU
10118,4.01155E+12,0,4011554,Damhus GmbH &amp; Co. KG,Handwerkerstr. 26,48720,Rosendahl,58968.74,29/10/2021 20:51,DEU
10125,4.01156E+12,0,4011561,Winzer vom Weinsberger Tal eG,Reisacher Str. 5,74245,Löwenstein,1078095.42,29/10/2021 20:51,DEU
10126,4.01157E+12,0,4011573,Tucher Privatbrauerei GmbH &amp; Co. KG,Tucherstr. 10,90763,Fürth,17611834,29/10/2021 20:51,DEU
10127,4.01157E+12,0,4011574,AKTUELL VERTRIEBS-GMBH,Langer Brauck 19b,58640,Iserlohn,9555406.42,29/10/2021 20:51,DEU
10128,4.01158E+12,0,4011584,W. Streker Natursaft GmbH,Daimlerstr. 6,71546,Aspach,2168083.15,29/10/2021 20:51,DEU
10129,4.01159E+12,0,4011588,Forster Winzerverein e.G.,Weinstr. 57,67147,Forst,70510.09,29/10/2021 20:51,DEU
10149,4.0116E+12,0,4011601,Beck GmbH &amp; Co. KG Spanferkel-Spezialitäten,Flurweg 21,74635,Kupferzell-Neu-Kupfer,443.84,29/10/2021 20:52,DEU
10150,4.01161E+12,0,4011609,Maxim-Markenprodukte GmbH &amp; Co. KG,Donatusstr. 112,50259,Pulheim-Brauweiler,110762.72,29/10/2021 20:52,DEU
10155,4.01165E+12,0,4011651,IHR Ideal Home Range GmbH,Höger Damm 4,49632,Essen,1740474.04,29/10/2021 20:52,DEU
10156,4.01168E+12,0,4011676,Gries &amp; de Beukelaer,August-Horch-Str. 23,56751,Polch,1661507.94,29/10/2021 20:52,DEU
10157,4.0117E+12,0,4011698,Privat-Brauerei Schmucker GmbH,Hauptstr. 89,64756,Mossautal,1140814.04,29/10/2021 20:52,DEU
10158,4.0117E+12,0,4011700,Abt. Rechnungswesen,Zweifaller Str. 120,52224,Stolberg,107189.75,29/10/2021 20:52,DEU
10159,4.0117E+12,0,4011703,FRIKONI-FOOD GmbH &amp; Co. KG,Domänenweg 14,31582,Nienburg,496682.3,29/10/2021 20:52,DEU
10160,4.01172E+12,0,4011718,Josef Deppisch KG Weinhaus am Main,Kolpingstr. 7,97828,Marktheidenfeld,5370.33,29/10/2021 20:52,DEU
